mapping_id,preview_entity_ref,origin_layer,origin_ref,entity_id,mapping_action,mapping_basis
V1-EMAP-0332,CAND-B15-RIBEYRO-AUTHOR,WEB-CE-B15,CAND-B15-RIBEYRO-AUTHOR,V1-ENT-0332,create,"B15 fresh-context Reviewer PASS (LUNA-MAX-B15-REVIEW, 2026-08-21); Peruvian Ministry and UNMSM sources"
V1-EMAP-0333,CAND-B15-SAER-AUTHOR,WEB-CE-B15,CAND-B15-SAER-AUTHOR,V1-ENT-0333,create,"B15 fresh-context Reviewer PASS (LUNA-MAX-B15-REVIEW, 2026-08-21); Argentina government and UNL sources"
V1-EMAP-0334,CAND-B15-ARENAS-AUTHOR,WEB-CE-B15,CAND-B15-ARENAS-AUTHOR,V1-ENT-0334,create,"B15 fresh-context Reviewer PASS (LUNA-MAX-B15-REVIEW, 2026-08-21); Princeton and university sources"
V1-EMAP-0335,CAND-B15-RIBEYRO-W01,WEB-CE-B15,CAND-B15-RIBEYRO-W01,V1-ENT-0335,create,"B15 fresh-context Reviewer PASS (LUNA-MAX-B15-REVIEW, 2026-08-21); official bibliography and scholarly article"
V1-EMAP-0336,CAND-B15-RIBEYRO-W02,WEB-CE-B15,CAND-B15-RIBEYRO-W02,V1-ENT-0336,create,"B15 fresh-context Reviewer PASS (LUNA-MAX-B15-REVIEW, 2026-08-21); official bibliography"
V1-EMAP-0337,CAND-B15-RIBEYRO-W03,WEB-CE-B15,CAND-B15-RIBEYRO-W03,V1-ENT-0337,create,"B15 fresh-context Reviewer PASS (LUNA-MAX-B15-REVIEW, 2026-08-21); official bibliography"
V1-EMAP-0338,CAND-B15-SAER-W01,WEB-CE-B15,CAND-B15-SAER-W01,V1-ENT-0338,create,"B15 fresh-context Reviewer PASS (LUNA-MAX-B15-REVIEW, 2026-08-21); Argentina government and UNL sources"
V1-EMAP-0339,CAND-B15-SAER-W02,WEB-CE-B15,CAND-B15-SAER-W02,V1-ENT-0339,create,"B15 fresh-context Reviewer PASS (LUNA-MAX-B15-REVIEW, 2026-08-21); Argentina government and UNL sources"
V1-EMAP-0340,CAND-B15-SAER-W03,WEB-CE-B15,CAND-B15-SAER-W03,V1-ENT-0340,create,"B15 fresh-context Reviewer PASS (LUNA-MAX-B15-REVIEW, 2026-08-21); 1986 retained provisionally with gap"
V1-EMAP-0341,CAND-B15-ARENAS-W01,WEB-CE-B15,CAND-B15-ARENAS-W01,V1-ENT-0341,create,"B15 fresh-context Reviewer PASS (LUNA-MAX-B15-REVIEW, 2026-08-21); Cardiff scholarly article"
V1-EMAP-0342,CAND-B15-ARENAS-W02,WEB-CE-B15,CAND-B15-ARENAS-W02,V1-ENT-0342,create,"B15 fresh-context Reviewer PASS (LUNA-MAX-B15-REVIEW, 2026-08-21); Cardiff scholarly article"
V1-EMAP-0343,CAND-B15-ARENAS-W03,WEB-CE-B15,CAND-B15-ARENAS-W03,V1-ENT-0343,create,"B15 fresh-context Reviewer PASS (LUNA-MAX-B15-REVIEW, 2026-08-21); Universidad de Antioquia review"
V1-EMAP-0344,CAND-B16-SEPULVEDA-AUTHOR,WEB-CE-B16,CAND-B16-SEPULVEDA-AUTHOR,V1-ENT-0344,create,"B16 fresh-context Reviewer PASS (LUNA-MAX-B16-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0345,CAND-B16-NETTEL-AUTHOR,WEB-CE-B16,CAND-B16-NETTEL-AUTHOR,V1-ENT-0345,create,"B16 fresh-context Reviewer PASS (LUNA-MAX-B16-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0346,CAND-B16-PERI-ROSSI-AUTHOR,WEB-CE-B16,CAND-B16-PERI-ROSSI-AUTHOR,V1-ENT-0346,create,"B16 fresh-context Reviewer PASS (LUNA-MAX-B16-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0347,CAND-B16-SEPULVEDA-W01,WEB-CE-B16,CAND-B16-SEPULVEDA-W01,V1-ENT-0347,create,"B16 fresh-context Reviewer PASS (LUNA-MAX-B16-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0348,CAND-B16-SEPULVEDA-W02,WEB-CE-B16,CAND-B16-SEPULVEDA-W02,V1-ENT-0348,create,"B16 fresh-context Reviewer PASS (LUNA-MAX-B16-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0349,CAND-B16-SEPULVEDA-W03,WEB-CE-B16,CAND-B16-SEPULVEDA-W03,V1-ENT-0349,create,"B16 fresh-context Reviewer PASS (LUNA-MAX-B16-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0350,CAND-B16-NETTEL-W01,WEB-CE-B16,CAND-B16-NETTEL-W01,V1-ENT-0350,create,"B16 fresh-context Reviewer PASS (LUNA-MAX-B16-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0351,CAND-B16-NETTEL-W02,WEB-CE-B16,CAND-B16-NETTEL-W02,V1-ENT-0351,create,"B16 fresh-context Reviewer PASS (LUNA-MAX-B16-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0352,CAND-B16-NETTEL-W03,WEB-CE-B16,CAND-B16-NETTEL-W03,V1-ENT-0352,create,"B16 fresh-context Reviewer PASS (LUNA-MAX-B16-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0353,CAND-B16-PERI-ROSSI-W01,WEB-CE-B16,CAND-B16-PERI-ROSSI-W01,V1-ENT-0353,create,"B16 fresh-context Reviewer PASS (LUNA-MAX-B16-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0354,CAND-B16-PERI-ROSSI-W02,WEB-CE-B16,CAND-B16-PERI-ROSSI-W02,V1-ENT-0354,create,"B16 fresh-context Reviewer PASS (LUNA-MAX-B16-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0355,CAND-B16-PERI-ROSSI-W03,WEB-CE-B16,CAND-B16-PERI-ROSSI-W03,V1-ENT-0355,create,"B16 fresh-context Reviewer PASS (LUNA-MAX-B16-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0356,CAND-B17-ECUADOR-PLACE,WEB-CE-B17,CAND-B17-ECUADOR-PLACE,V1-ENT-0356,create,"B17 fresh-context Reviewer PASS (LUNA-MAX-B17-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0357,CAND-B17-VENEZUELA-PLACE,WEB-CE-B17,CAND-B17-VENEZUELA-PLACE,V1-ENT-0357,create,"B17 fresh-context Reviewer PASS (LUNA-MAX-B17-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0358,CAND-B17-LYGIA-AUTHOR,WEB-CE-B17,CAND-B17-LYGIA-AUTHOR,V1-ENT-0358,create,"B17 fresh-context Reviewer PASS (LUNA-MAX-B17-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0359,CAND-B17-ICAZA-AUTHOR,WEB-CE-B17,CAND-B17-ICAZA-AUTHOR,V1-ENT-0359,create,"B17 fresh-context Reviewer PASS (LUNA-MAX-B17-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0360,CAND-B17-GALLEGOS-AUTHOR,WEB-CE-B17,CAND-B17-GALLEGOS-AUTHOR,V1-ENT-0360,create,"B17 fresh-context Reviewer PASS (LUNA-MAX-B17-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0361,CAND-B17-LYGIA-FAGUNDES-TELLES-61,WEB-CE-B17,CAND-B17-LYGIA-FAGUNDES-TELLES-61,V1-ENT-0361,create,"B17 fresh-context Reviewer PASS (LUNA-MAX-B17-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0362,CAND-B17-LYGIA-FAGUNDES-TELLES-62,WEB-CE-B17,CAND-B17-LYGIA-FAGUNDES-TELLES-62,V1-ENT-0362,create,"B17 fresh-context Reviewer PASS (LUNA-MAX-B17-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0363,CAND-B17-LYGIA-FAGUNDES-TELLES-63,WEB-CE-B17,CAND-B17-LYGIA-FAGUNDES-TELLES-63,V1-ENT-0363,create,"B17 fresh-context Reviewer PASS (LUNA-MAX-B17-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0364,CAND-B17-JORGE-ICAZA-64,WEB-CE-B17,CAND-B17-JORGE-ICAZA-64,V1-ENT-0364,create,"B17 fresh-context Reviewer PASS (LUNA-MAX-B17-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0365,CAND-B17-JORGE-ICAZA-65,WEB-CE-B17,CAND-B17-JORGE-ICAZA-65,V1-ENT-0365,create,"B17 fresh-context Reviewer PASS (LUNA-MAX-B17-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0366,CAND-B17-JORGE-ICAZA-66,WEB-CE-B17,CAND-B17-JORGE-ICAZA-66,V1-ENT-0366,create,"B17 fresh-context Reviewer PASS (LUNA-MAX-B17-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0367,CAND-B17-RÓMULO-GALLEGOS-67,WEB-CE-B17,CAND-B17-RÓMULO-GALLEGOS-67,V1-ENT-0367,create,"B17 fresh-context Reviewer PASS (LUNA-MAX-B17-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0368,CAND-B17-RÓMULO-GALLEGOS-68,WEB-CE-B17,CAND-B17-RÓMULO-GALLEGOS-68,V1-ENT-0368,create,"B17 fresh-context Reviewer PASS (LUNA-MAX-B17-REVIEW, 2026-08-22); source/evidence and migration replay verified"
V1-EMAP-0369,CAND-B17-RÓMULO-GALLEGOS-69,WEB-CE-B17,CAND-B17-RÓMULO-GALLEGOS-69,V1-ENT-0369,create,"B17 fresh-context Reviewer PASS (LUNA-MAX-B17-REVIEW, 2026-08-22); source/evidence and migration replay verified"
