entity_id,entity_type,display_name,classification,primary_field,primary_status,auto_approved_fields,user_review_fields,hold_fields,missing_required_fields,facts,direct_sources,content_card,bibliographic_copy_rebase,priority,recommended_action,route,notes
V1-ENT-0282,work,《中国小说》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0283,work,《文学大会》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0284,author,曼努埃尔·普伊格,HOLD,reader_lede,user_review,0,3,1,literary_profile;literary_connections,6,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,RESEARCH_FIRST,WCD-06E_RESEARCH_GAP_HANDOFF,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0285,author,西尔维娜·奥坎波,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,6,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0286,author,罗贝托·阿尔特,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,5,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0287,work,《蜘蛛女之吻》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,4,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0288,work,《丽塔·海华丝的背叛》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,4,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0289,work,《红唇》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,4,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0290,collection,《被遗忘的旅程》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,4,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0291,collection,《愤怒》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,4,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0292,collection,《邀请》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,4,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0293,work,《七个疯子》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,4,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0294,work,《火焰喷射器》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,4,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0295,work,《疯玩具》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,4,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0296,author,萨曼塔·施维伯林,HOLD,reader_lede,user_review,0,3,1,literary_profile;literary_connections,3,4,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,RESEARCH_FIRST,WCD-06E_RESEARCH_GAP_HANDOFF,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0297,author,玛丽安娜·恩里克斯,HOLD,reader_lede,user_review,0,3,1,literary_profile;literary_connections,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,RESEARCH_FIRST,WCD-06E_RESEARCH_GAP_HANDOFF,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0298,author,亚历杭德罗·桑布拉,HOLD,reader_lede,user_review,0,3,1,literary_profile;literary_connections,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,RESEARCH_FIRST,WCD-06E_RESEARCH_GAP_HANDOFF,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0299,work,《营救距离》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0300,collection,《吃鸟的女孩》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,2,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0301,collection,《七座空屋》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,2,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0302,collection,《火中遗物》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0303,work,《属于我们的夜晚》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0304,collection,《床上抽烟危险》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,2,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0305,work,《盆栽》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0306,work,《树的隐秘生活》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0307,work,《回家的路》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0308,author,保罗·柯艾略,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0309,author,卡洛斯·德鲁蒙德·德·安德拉德,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0310,author,尼古拉斯·纪廉,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0311,work,《牧羊少年奇幻之旅》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0312,work,《维罗妮卡决定去死》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,2,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0313,work,《十一分钟》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,2,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0314,collection,《某种诗》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0315,collection,《人民的玫瑰》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0316,collection,《明晰之谜》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0317,collection,《松调》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0318,collection,《桑戈罗·科松戈》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0319,collection,《西印度公司》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0320,author,何塞·莱萨马·利马,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0321,author,吉列尔莫·卡夫雷拉·因凡特,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0322,author,索尔·胡安娜·伊内斯·德·拉·克鲁斯,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0323,work,《天堂》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0324,work,《奥皮亚诺·利卡里奥》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0325,work,《美洲的表达》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0326,work,《三只忧伤的老虎》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0327,work,《热带黎明景观》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,2,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0328,work,《哈瓦那，一个早夭婴儿的回忆》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,2,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0329,work,《第一梦》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0330,work,《答索尔·菲洛特娅》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0331,work,《爱情是更大的迷宫》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0332,author,胡利奥·拉蒙·里贝罗,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0333,author,胡安·何塞·萨埃尔,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0334,author,雷纳尔多·阿雷纳斯,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0335,collection,《没有羽毛的秃鹫》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0336,collection,《西尔维奥在玫瑰园》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0337,collection,《无言之词》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0338,work,《皇家柠檬树》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0339,work,《继子》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0340,work,《格洛萨》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0341,work,《黎明前的塞莱斯蒂诺》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0342,work,《幻梦世界》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0343,work,《夜幕降临前》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0344,author,路易斯·塞普尔维达,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,4,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0345,author,瓜达卢佩·内特尔,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0346,author,克里斯蒂娜·佩里·罗西,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0347,work,《读爱情故事的老人》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,3,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0348,work,《教海鸥飞翔的猫》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0349,work,《世界尽头的世界》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0350,work,《独生女儿》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0351,collection,《红鱼之姻》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0352,collection,《真正的孤独》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0353,collection,《错爱》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0354,collection,《恐龙的下午》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0355,collection,《沉船记》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0356,place,厄瓜多尔,RESEARCH_INSUFFICIENT,literary_intro,missing,0,0,0,literary_intro;spatial_meaning;reader_path;exploration_route,0,0,no,no,P2,RESEARCH_FIRST,WCD-06E_RESEARCH_GAP_HANDOFF,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0357,place,委内瑞拉,RESEARCH_INSUFFICIENT,literary_intro,missing,0,0,0,literary_intro;spatial_meaning;reader_path;exploration_route,0,0,no,no,P2,RESEARCH_FIRST,WCD-06E_RESEARCH_GAP_HANDOFF,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0358,author,莉吉娅·法贡德斯·特莱斯,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,5,4,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0359,author,豪尔赫·伊卡萨,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,5,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0360,author,罗慕洛·加列戈斯,USER_REVIEW_HIGH_JUDGMENT,reader_lede,user_review,0,4,0,literary_profile;literary_connections,5,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0361,work,《石头圆舞》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0362,collection,《绿色舞会之前》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0363,work,《姑娘们》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0364,work,《瓦西蓬戈》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0365,work,《在街头》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0366,work,《乔洛·罗梅罗与弗洛雷斯》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0367,work,《堂娜·芭芭拉》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0368,work,《唱歌者》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,1,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0369,work,《卡奈玛》,USER_REVIEW_HIGH_JUDGMENT,story_intro,user_review,0,3,0,reading_premise;narrative_features;literary_significance,3,2,yes,confirmed_from_external_semantic_review_and_current_text_unchanged,P2,USER_REVIEW_BATCH,WCD-06,WCD-04 classification only; no approval or rewriting performed
V1-ENT-0370,place,布宜诺斯艾利斯,RESEARCH_INSUFFICIENT,literary_intro,missing,0,0,0,literary_intro;spatial_meaning;reader_path;exploration_route,0,0,no,no,P2,RESEARCH_FIRST,WCD-06E_RESEARCH_GAP_HANDOFF,WCD-04 classification only; no approval or rewriting performed
