target_id,target_type,field,current_status,classification,research_refs,source_refs,evidence_sufficiency,judgment_level,reason,recommended_next_action,wcd04_classification,rebase_status,rebase_reason
V1-ENT-0229,work,theme_explanations,user_review,DUPLICATE_OR_REDUNDANT,V1-FCT-0545;V1-FCT-0546;V1-FCT-0547;V1-REL-0155,SRC-0180;SRC-0181,yes,high,与narrative_features同文,DEDUP_MERGE,USER_REVIEW_HIGH_JUDGMENT,DUPLICATE,external duplicate classification retained
V1-ENT-0229,work,why_read,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0545;V1-FCT-0546;V1-FCT-0547;V1-REL-0155,SRC-0180;SRC-0181,yes,high,"模板/书目转写:书目定位,当作问题来读",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0230,work,guiding_question,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0548;V1-FCT-0549;V1-FCT-0550;V1-REL-0156,SRC-0182,yes,high,模板/书目转写:书目位置,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0230,work,literary_significance,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0548;V1-FCT-0549;V1-FCT-0550;V1-REL-0156,SRC-0182,yes,high,模板句标记:可回溯,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0230,work,location_note,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0548;V1-FCT-0549;V1-FCT-0550;V1-REL-0156,SRC-0182,yes,low,"模板/书目转写:研究层,补造",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0230,work,narrative_features,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0548;V1-FCT-0549;V1-FCT-0550;V1-REL-0156,SRC-0182,yes,high,by field default:文学特征归纳,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0230,work,next_reads,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0548;V1-FCT-0549;V1-FCT-0550;V1-REL-0156,SRC-0182,yes,high,"同批 reason 文案复用于不同目标,属模板化而非可合并重复(REVIEWER2 勘误)",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0230,work,reading_approach,user_review,DUPLICATE_OR_REDUNDANT,V1-FCT-0548;V1-FCT-0549;V1-FCT-0550;V1-REL-0156,SRC-0182,yes,high,与reading_tips同文,DEDUP_MERGE,USER_REVIEW_HIGH_JUDGMENT,DUPLICATE,external duplicate classification retained
V1-ENT-0230,work,reading_premise,user_review,DUPLICATE_OR_REDUNDANT,V1-FCT-0548;V1-FCT-0549;V1-FCT-0550;V1-REL-0156,SRC-0182,yes,low,与story_intro同文,DEDUP_MERGE,USER_REVIEW_HIGH_JUDGMENT,DUPLICATE,external duplicate classification retained
V1-ENT-0230,work,reading_tips,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0548;V1-FCT-0549;V1-FCT-0550;V1-REL-0156,SRC-0182,yes,high,模板/书目转写:先记录,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0230,work,story_intro,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0548;V1-FCT-0549;V1-FCT-0550;V1-REL-0156,SRC-0182,yes,low,"模板句标记:本批,不把",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0230,work,theme_explanations,user_review,DUPLICATE_OR_REDUNDANT,V1-FCT-0548;V1-FCT-0549;V1-FCT-0550;V1-REL-0156,SRC-0182,yes,high,与narrative_features同文,DEDUP_MERGE,USER_REVIEW_HIGH_JUDGMENT,DUPLICATE,external duplicate classification retained
V1-ENT-0230,work,why_read,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0548;V1-FCT-0549;V1-FCT-0550;V1-REL-0156,SRC-0182,yes,high,"模板/书目转写:书目定位,当作问题来读",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0231,work,guiding_question,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0551;V1-FCT-0552;V1-FCT-0553;V1-REL-0157,SRC-0182,yes,high,模板/书目转写:书目位置,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0231,work,literary_significance,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0551;V1-FCT-0552;V1-FCT-0553;V1-REL-0157,SRC-0182,yes,high,模板句标记:可回溯,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0231,work,location_note,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0551;V1-FCT-0552;V1-FCT-0553;V1-REL-0157,SRC-0182,yes,low,"模板/书目转写:研究层,补造",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0231,work,narrative_features,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0551;V1-FCT-0552;V1-FCT-0553;V1-REL-0157,SRC-0182,yes,high,by field default:文学特征归纳,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0231,work,next_reads,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0551;V1-FCT-0552;V1-FCT-0553;V1-REL-0157,SRC-0182,yes,high,"同批 reason 文案复用于不同目标,属模板化而非可合并重复(REVIEWER2 勘误)",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0231,work,reading_approach,user_review,DUPLICATE_OR_REDUNDANT,V1-FCT-0551;V1-FCT-0552;V1-FCT-0553;V1-REL-0157,SRC-0182,yes,high,与reading_tips同文,DEDUP_MERGE,USER_REVIEW_HIGH_JUDGMENT,DUPLICATE,external duplicate classification retained
V1-ENT-0231,work,reading_premise,user_review,DUPLICATE_OR_REDUNDANT,V1-FCT-0551;V1-FCT-0552;V1-FCT-0553;V1-REL-0157,SRC-0182,yes,low,与story_intro同文,DEDUP_MERGE,USER_REVIEW_HIGH_JUDGMENT,DUPLICATE,external duplicate classification retained
V1-ENT-0231,work,reading_tips,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0551;V1-FCT-0552;V1-FCT-0553;V1-REL-0157,SRC-0182,yes,high,模板/书目转写:先记录,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0231,work,story_intro,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0551;V1-FCT-0552;V1-FCT-0553;V1-REL-0157,SRC-0182,yes,low,"模板句标记:本批,不把",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0231,work,theme_explanations,user_review,DUPLICATE_OR_REDUNDANT,V1-FCT-0551;V1-FCT-0552;V1-FCT-0553;V1-REL-0157,SRC-0182,yes,high,与narrative_features同文,DEDUP_MERGE,USER_REVIEW_HIGH_JUDGMENT,DUPLICATE,external duplicate classification retained
V1-ENT-0231,work,why_read,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0551;V1-FCT-0552;V1-FCT-0553;V1-REL-0157,SRC-0182,yes,high,"模板/书目转写:书目定位,当作问题来读",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0232,work,guiding_question,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0554;V1-FCT-0555;V1-FCT-0556;V1-REL-0158,SRC-0183;SRC-0187,yes,high,模板/书目转写:书目位置,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0232,work,literary_significance,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0554;V1-FCT-0555;V1-FCT-0556;V1-REL-0158,SRC-0183;SRC-0187,yes,high,模板句标记:可回溯,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0232,work,location_note,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0554;V1-FCT-0555;V1-FCT-0556;V1-REL-0158,SRC-0183;SRC-0187,yes,low,"模板/书目转写:研究层,补造",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0232,work,narrative_features,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0554;V1-FCT-0555;V1-FCT-0556;V1-REL-0158,SRC-0183;SRC-0187,yes,high,by field default:文学特征归纳,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0232,work,next_reads,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0554;V1-FCT-0555;V1-FCT-0556;V1-REL-0158,SRC-0183;SRC-0187,yes,high,"同批 reason 文案复用于不同目标,属模板化而非可合并重复(REVIEWER2 勘误)",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0232,work,reading_approach,user_review,DUPLICATE_OR_REDUNDANT,V1-FCT-0554;V1-FCT-0555;V1-FCT-0556;V1-REL-0158,SRC-0183;SRC-0187,yes,high,与reading_tips同文,DEDUP_MERGE,USER_REVIEW_HIGH_JUDGMENT,DUPLICATE,external duplicate classification retained
V1-ENT-0232,work,reading_premise,user_review,DUPLICATE_OR_REDUNDANT,V1-FCT-0554;V1-FCT-0555;V1-FCT-0556;V1-REL-0158,SRC-0183;SRC-0187,yes,low,与story_intro同文,DEDUP_MERGE,USER_REVIEW_HIGH_JUDGMENT,DUPLICATE,external duplicate classification retained
V1-ENT-0232,work,reading_tips,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0554;V1-FCT-0555;V1-FCT-0556;V1-REL-0158,SRC-0183;SRC-0187,yes,high,模板/书目转写:先记录,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0232,work,story_intro,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0554;V1-FCT-0555;V1-FCT-0556;V1-REL-0158,SRC-0183;SRC-0187,yes,low,模板/书目转写:书目转写句式,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0232,work,theme_explanations,user_review,DUPLICATE_OR_REDUNDANT,V1-FCT-0554;V1-FCT-0555;V1-FCT-0556;V1-REL-0158,SRC-0183;SRC-0187,yes,high,与narrative_features同文,DEDUP_MERGE,USER_REVIEW_HIGH_JUDGMENT,DUPLICATE,external duplicate classification retained
V1-ENT-0232,work,why_read,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0554;V1-FCT-0555;V1-FCT-0556;V1-REL-0158,SRC-0183;SRC-0187,yes,high,"模板/书目转写:书目定位,当作问题来读",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0233,work,guiding_question,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0557;V1-FCT-0558;V1-FCT-0559;V1-REL-0159,SRC-0183;SRC-0185,yes,high,模板/书目转写:书目位置,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0233,work,literary_significance,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0557;V1-FCT-0558;V1-FCT-0559;V1-REL-0159,SRC-0183;SRC-0185,yes,high,模板句标记:可回溯,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0233,work,location_note,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0557;V1-FCT-0558;V1-FCT-0559;V1-REL-0159,SRC-0183;SRC-0185,yes,low,"模板/书目转写:研究层,补造",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0233,work,narrative_features,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0557;V1-FCT-0558;V1-FCT-0559;V1-REL-0159,SRC-0183;SRC-0185,yes,high,by field default:文学特征归纳,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0233,work,next_reads,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0557;V1-FCT-0558;V1-FCT-0559;V1-REL-0159,SRC-0183;SRC-0185,yes,high,"同批 reason 文案复用于不同目标,属模板化而非可合并重复(REVIEWER2 勘误)",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0233,work,reading_approach,user_review,DUPLICATE_OR_REDUNDANT,V1-FCT-0557;V1-FCT-0558;V1-FCT-0559;V1-REL-0159,SRC-0183;SRC-0185,yes,high,与reading_tips同文,DEDUP_MERGE,USER_REVIEW_HIGH_JUDGMENT,DUPLICATE,external duplicate classification retained
V1-ENT-0233,work,reading_premise,user_review,DUPLICATE_OR_REDUNDANT,V1-FCT-0557;V1-FCT-0558;V1-FCT-0559;V1-REL-0159,SRC-0183;SRC-0185,yes,low,与story_intro同文,DEDUP_MERGE,USER_REVIEW_HIGH_JUDGMENT,DUPLICATE,external duplicate classification retained
V1-ENT-0233,work,reading_tips,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0557;V1-FCT-0558;V1-FCT-0559;V1-REL-0159,SRC-0183;SRC-0185,yes,high,模板/书目转写:先记录,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0233,work,story_intro,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0557;V1-FCT-0558;V1-FCT-0559;V1-REL-0159,SRC-0183;SRC-0185,yes,low,"模板句标记:并读,不把",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0233,work,theme_explanations,user_review,DUPLICATE_OR_REDUNDANT,V1-FCT-0557;V1-FCT-0558;V1-FCT-0559;V1-REL-0159,SRC-0183;SRC-0185,yes,high,与narrative_features同文,DEDUP_MERGE,USER_REVIEW_HIGH_JUDGMENT,DUPLICATE,external duplicate classification retained
V1-ENT-0233,work,why_read,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0557;V1-FCT-0558;V1-FCT-0559;V1-REL-0159,SRC-0183;SRC-0185,yes,high,"模板/书目转写:书目定位,当作问题来读",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0234,work,guiding_question,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0560;V1-FCT-0561;V1-FCT-0562;V1-REL-0160,SRC-0183;SRC-0185,yes,high,模板/书目转写:书目位置,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0234,work,literary_significance,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0560;V1-FCT-0561;V1-FCT-0562;V1-REL-0160,SRC-0183;SRC-0185,yes,high,模板句标记:可回溯,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0234,work,location_note,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0560;V1-FCT-0561;V1-FCT-0562;V1-REL-0160,SRC-0183;SRC-0185,yes,low,"模板/书目转写:研究层,补造",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0234,work,narrative_features,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0560;V1-FCT-0561;V1-FCT-0562;V1-REL-0160,SRC-0183;SRC-0185,yes,high,by field default:文学特征归纳,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0234,work,next_reads,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0560;V1-FCT-0561;V1-FCT-0562;V1-REL-0160,SRC-0183;SRC-0185,yes,high,"同批 reason 文案复用于不同目标,属模板化而非可合并重复(REVIEWER2 勘误)",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0234,work,reading_approach,user_review,DUPLICATE_OR_REDUNDANT,V1-FCT-0560;V1-FCT-0561;V1-FCT-0562;V1-REL-0160,SRC-0183;SRC-0185,yes,high,与reading_tips同文,DEDUP_MERGE,USER_REVIEW_HIGH_JUDGMENT,DUPLICATE,external duplicate classification retained
V1-ENT-0234,work,reading_premise,user_review,DUPLICATE_OR_REDUNDANT,V1-FCT-0560;V1-FCT-0561;V1-FCT-0562;V1-REL-0160,SRC-0183;SRC-0185,yes,low,与story_intro同文,DEDUP_MERGE,USER_REVIEW_HIGH_JUDGMENT,DUPLICATE,external duplicate classification retained
V1-ENT-0234,work,reading_tips,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0560;V1-FCT-0561;V1-FCT-0562;V1-REL-0160,SRC-0183;SRC-0185,yes,high,模板/书目转写:先记录,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0234,work,story_intro,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0560;V1-FCT-0561;V1-FCT-0562;V1-REL-0160,SRC-0183;SRC-0185,yes,low,"模板句标记:本批,不把",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0234,work,theme_explanations,user_review,DUPLICATE_OR_REDUNDANT,V1-FCT-0560;V1-FCT-0561;V1-FCT-0562;V1-REL-0160,SRC-0183;SRC-0185,yes,high,与narrative_features同文,DEDUP_MERGE,USER_REVIEW_HIGH_JUDGMENT,DUPLICATE,external duplicate classification retained
V1-ENT-0234,work,why_read,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0560;V1-FCT-0561;V1-FCT-0562;V1-REL-0160,SRC-0183;SRC-0185,yes,high,"模板/书目转写:书目定位,当作问题来读",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0239,work,guiding_question,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0578;V1-FCT-0579;V1-FCT-0580;V1-REL-0164,SRC-0188;SRC-0189,yes,high,模板/书目转写:书目位置,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0239,work,location_note,user_review,TEMPLATE_REWRITE_REQUIRED,V1-REL-0173,SRC-0188,yes,low,"模板/书目转写:研究层,补造",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0239,work,next_reads,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0578;V1-FCT-0579;V1-FCT-0580;V1-REL-0164,SRC-0188;SRC-0189,yes,high,by field default:延伸阅读推荐,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0239,work,reading_approach,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0578;V1-FCT-0579;V1-FCT-0580;V1-REL-0164,SRC-0188;SRC-0189,yes,high,模板/书目转写:先记录,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0239,work,story_intro,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0578;V1-FCT-0579;V1-FCT-0580;V1-REL-0164,SRC-0188;SRC-0189,yes,low,模板句标记:可回溯,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0239,work,theme_explanations,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0578;V1-FCT-0579;V1-FCT-0580;V1-REL-0164,SRC-0188;SRC-0189,yes,high,模板/书目转写:书目式标签,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0239,work,why_read,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0578;V1-FCT-0579;V1-FCT-0580;V1-REL-0164,SRC-0188;SRC-0189,yes,high,"模板/书目转写:书目位置,先核对",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0240,work,guiding_question,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0581;V1-FCT-0582;V1-FCT-0583;V1-REL-0165,SRC-0188;SRC-0189,yes,high,by field default:引导问题阐释框架,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0240,work,location_note,user_review,TEMPLATE_REWRITE_REQUIRED,V1-REL-0173,SRC-0188,yes,low,"模板句标记:本批,不把",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0240,work,next_reads,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0581;V1-FCT-0582;V1-FCT-0583;V1-REL-0165,SRC-0188;SRC-0189,yes,high,模板/书目转写:继续到,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0240,work,reading_approach,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0581;V1-FCT-0582;V1-FCT-0583;V1-REL-0165,SRC-0188;SRC-0189,yes,high,"模板/书目转写:书目位置,先核对",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0240,work,story_intro,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0581;V1-FCT-0582;V1-FCT-0583;V1-REL-0165,SRC-0188;SRC-0189,yes,low,"模板/书目转写:本卡,书目节点",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0240,work,theme_explanations,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0581;V1-FCT-0582;V1-FCT-0583;V1-REL-0165,SRC-0188;SRC-0189,yes,high,模板/书目转写:书目式标签,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0240,work,why_read,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0581;V1-FCT-0582;V1-FCT-0583;V1-REL-0165,SRC-0188;SRC-0189,yes,high,模板句标记:不把,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0241,work,guiding_question,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0584;V1-FCT-0585;V1-FCT-0586;V1-REL-0166,SRC-0189;SRC-0190,yes,high,模板/书目转写:书目转写句式,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0241,work,location_note,user_review,TEMPLATE_REWRITE_REQUIRED,V1-REL-0173,SRC-0188,yes,low,模板句标记:本批,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0241,work,next_reads,user_review,HIGH_JUDGMENT_USER_REQUIRED,V1-FCT-0584;V1-FCT-0585;V1-FCT-0586;V1-REL-0166,SRC-0189;SRC-0190,yes,high,by field default:延伸阅读推荐,USER_REVIEW_BATCH,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0241,work,reading_approach,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0584;V1-FCT-0585;V1-FCT-0586;V1-REL-0166,SRC-0189;SRC-0190,yes,high,模板/书目转写:先记录,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0241,work,story_intro,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0584;V1-FCT-0585;V1-FCT-0586;V1-REL-0166,SRC-0189;SRC-0190,yes,low,模板/书目转写:本卡,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0241,work,theme_explanations,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0584;V1-FCT-0585;V1-FCT-0586;V1-REL-0166,SRC-0189;SRC-0190,yes,high,模板/书目转写:书目式标签,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0241,work,why_read,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0584;V1-FCT-0585;V1-FCT-0586;V1-REL-0166,SRC-0189;SRC-0190,yes,high,模板/书目转写:书目转写句式,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0242,work,guiding_question,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0587;V1-FCT-0588;V1-FCT-0589;V1-REL-0167,SRC-0192;SRC-0193,yes,high,模板/书目转写:书目位置,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0242,work,location_note,user_review,TEMPLATE_REWRITE_REQUIRED,V1-REL-0174,SRC-0191,yes,low,"模板/书目转写:研究层,补造",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0242,work,next_reads,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0587;V1-FCT-0588;V1-FCT-0589;V1-REL-0167,SRC-0192;SRC-0193,yes,high,模板/书目转写:继续到,REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
V1-ENT-0242,work,reading_approach,user_review,TEMPLATE_REWRITE_REQUIRED,V1-FCT-0587;V1-FCT-0588;V1-FCT-0589;V1-REL-0167,SRC-0192;SRC-0193,yes,high,"模板/书目转写:书目位置,先记录",REWRITE_PIPELINE,USER_REVIEW_HIGH_JUDGMENT,STILL_VALID,candidate remains useful after current-main rebase
